1. Ano,2. Nome Região (Portugal),3. Âmbito Geográfico,4. Filtro 1,5. Filtro 2,7. Escala,9. Valor
2019.0,Elvas,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.4
2019.0,Elvas,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,3.3
2019.0,Elvas,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.1
2019.0,Elvas,Município,Total,10º ano,% dos alunos,19.8
2019.0,Elvas,Município,Total,11º ano,% dos alunos,8.3
2019.0,Elvas,Município,Total,12º ano,% dos alunos,20.2
2019.0,Elvas,Município,Total,Total,% dos alunos,15.9
2019.0,Entroncamento,Município,Cursos gerais,10º ano,% dos alunos,11.4
2019.0,Entroncamento,Município,Cursos gerais,11º ano,% dos alunos,6.2
2019.0,Entroncamento,Município,Cursos gerais,12º ano,% dos alunos,23.4
2019.0,Entroncamento,Município,Cursos gerais,Total,% dos alunos,13.7
2019.0,Entroncamento,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,11.7
2019.0,Entroncamento,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.4
2019.0,Entroncamento,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,27.4
2019.0,Entroncamento,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,14.7
2019.0,Entroncamento,Município,Total,10º ano,% dos alunos,11.5
2019.0,Entroncamento,Município,Total,11º ano,% dos alunos,5.4
2019.0,Entroncamento,Município,Total,12º ano,% dos alunos,25.1
2019.0,Entroncamento,Município,Total,Total,% dos alunos,14.1
2019.0,Espinho,Município,Cursos gerais,10º ano,% dos alunos,11.7
2019.0,Espinho,Município,Cursos gerais,11º ano,% dos alunos,5.2
2019.0,Espinho,Município,Cursos gerais,12º ano,% dos alunos,16.2
2019.0,Espinho,Município,Cursos gerais,Total,% dos alunos,11.2
2019.0,Espinho,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,2.8
2019.0,Espinho,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.9
2019.0,Espinho,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.7
2019.0,Espinho,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.7
2019.0,Espinho,Município,Total,10º ano,% dos alunos,8.1
2019.0,Espinho,Município,Total,11º ano,% dos alunos,5.1
2019.0,Espinho,Município,Total,12º ano,% dos alunos,15.4
2019.0,Espinho,Município,Total,Total,% dos alunos,9.5
2019.0,Esposende,Município,Cursos gerais,10º ano,% dos alunos,8.7
2019.0,Esposende,Município,Cursos gerais,11º ano,% dos alunos,7.1
2019.0,Esposende,Município,Cursos gerais,12º ano,% dos alunos,23.7
2019.0,Esposende,Município,Cursos gerais,Total,% dos alunos,13.7
2019.0,Esposende,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,1.7
2019.0,Esposende,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.2
2019.0,Esposende,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,10.5
2019.0,Esposende,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.4
2019.0,Esposende,Município,Total,10º ano,% dos alunos,6.2
2019.0,Esposende,Município,Total,11º ano,% dos alunos,6.0
2019.0,Esposende,Município,Total,12º ano,% dos alunos,19.4
2019.0,Esposende,Município,Total,Total,% dos alunos,10.8
2019.0,Estarreja,Município,Cursos gerais,10º ano,% dos alunos,13.1
2019.0,Estarreja,Município,Cursos gerais,11º ano,% dos alunos,8.3
2019.0,Estarreja,Município,Cursos gerais,12º ano,% dos alunos,22.1
2019.0,Estarreja,Município,Cursos gerais,Total,% dos alunos,14.3
2019.0,Estarreja,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,5.8
2019.0,Estarreja,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.7
2019.0,Estarreja,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,28.0
2019.0,Estarreja,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.7
2019.0,Estarreja,Município,Total,10º ano,% dos alunos,9.3
2019.0,Estarreja,Município,Total,11º ano,% dos alunos,4.8
2019.0,Estarreja,Município,Total,12º ano,% dos alunos,25.3
2019.0,Estarreja,Município,Total,Total,% dos alunos,13.0
2019.0,Estremoz,Município,Cursos gerais,10º ano,% dos alunos,9.6
2019.0,Estremoz,Município,Cursos gerais,11º ano,% dos alunos,6.2
2019.0,Estremoz,Município,Cursos gerais,12º ano,% dos alunos,17.8
2019.0,Estremoz,Município,Cursos gerais,Total,% dos alunos,11.2
2019.0,Estremoz,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,14.3
2019.0,Estremoz,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.5
2019.0,Estremoz,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2019.0,Estremoz,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.2
2019.0,Estremoz,Município,Total,10º ano,% dos alunos,10.4
2019.0,Estremoz,Município,Total,11º ano,% dos alunos,5.4
2019.0,Estremoz,Município,Total,12º ano,% dos alunos,16.4
2019.0,Estremoz,Município,Total,Total,% dos alunos,10.4
2019.0,Évora,Município,Cursos gerais,10º ano,% dos alunos,12.6
2019.0,Évora,Município,Cursos gerais,11º ano,% dos alunos,7.9
2019.0,Évora,Município,Cursos gerais,12º ano,% dos alunos,20.4
2019.0,Évora,Município,Cursos gerais,Total,% dos alunos,13.6
2019.0,Évora,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,8.2
2019.0,Évora,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,9.0
2019.0,Évora,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,14.8
2019.0,Évora,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,10.5
2019.0,Évora,Município,Total,10º ano,% dos alunos,10.8
2019.0,Évora,Município,Total,11º ano,% dos alunos,8.3
2019.0,Évora,Município,Total,12º ano,% dos alunos,18.3
2019.0,Évora,Município,Total,Total,% dos alunos,12.4
2019.0,Fafe,Município,Cursos gerais,10º ano,% dos alunos,2.8
2019.0,Fafe,Município,Cursos gerais,11º ano,% dos alunos,1.2
2019.0,Fafe,Município,Cursos gerais,12º ano,% dos alunos,22.3
2019.0,Fafe,Município,Cursos gerais,Total,% dos alunos,8.8
2019.0,Fafe,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,12.3
2019.0,Fafe,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,9.5
2019.0,Fafe,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,16.0
2019.0,Fafe,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,12.6
2019.0,Fafe,Município,Total,10º ano,% dos alunos,6.0
2019.0,Fafe,Município,Total,11º ano,% dos alunos,4.0
2019.0,Fafe,Município,Total,12º ano,% dos alunos,20.2
2019.0,Fafe,Município,Total,Total,% dos alunos,10.1
2019.0,Faro,Município,Cursos gerais,10º ano,% dos alunos,11.0
2019.0,Faro,Município,Cursos gerais,11º ano,% dos alunos,3.2
2019.0,Faro,Município,Cursos gerais,12º ano,% dos alunos,23.2
2019.0,Faro,Município,Cursos gerais,Total,% dos alunos,12.7
2019.0,Faro,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,8.5
2019.0,Faro,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.7
2019.0,Faro,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,31.3
2019.0,Faro,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.0
2019.0,Faro,Município,Total,10º ano,% dos alunos,10.0
2019.0,Faro,Município,Total,11º ano,% dos alunos,3.8
2019.0,Faro,Município,Total,12º ano,% dos alunos,25.8
2019.0,Faro,Município,Total,Total,% dos alunos,12.8
2019.0,Felgueiras,Município,Cursos gerais,10º ano,% dos alunos,9.7
2019.0,Felgueiras,Município,Cursos gerais,11º ano,% dos alunos,2.7
2019.0,Felgueiras,Município,Cursos gerais,12º ano,% dos alunos,17.7
2019.0,Felgueiras,Município,Cursos gerais,Total,% dos alunos,10.1
2019.0,Felgueiras,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.1
2019.0,Felgueiras,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,8.7
2019.0,Felgueiras,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.1
2019.0,Felgueiras,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.1
2019.0,Felgueiras,Município,Total,10º ano,% dos alunos,6.6
2019.0,Felgueiras,Município,Total,11º ano,% dos alunos,6.0
2019.0,Felgueiras,Município,Total,12º ano,% dos alunos,15.5
2019.0,Felgueiras,Município,Total,Total,% dos alunos,9.1
2019.0,Ferreira do Alentejo,Município,Cursos gerais,10º ano,% dos alunos,6.9
2019.0,Ferreira do Alentejo,Município,Cursos gerais,11º ano,% dos alunos,0.0
2019.0,Ferreira do Alentejo,Município,Cursos gerais,12º ano,% dos alunos,20.0
2019.0,Ferreira do Alentejo,Município,Cursos gerais,Total,% dos alunos,8.1
2019.0,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2019.0,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2019.0,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2019.0,Ferreira do Alentejo,Município,Total,10º ano,% dos alunos,6.9
2019.0,Ferreira do Alentejo,Município,Total,11º ano,% dos alunos,0.0
2019.0,Ferreira do Alentejo,Município,Total,12º ano,% dos alunos,20.0
2019.0,Ferreira do Alentejo,Município,Total,Total,% dos alunos,8.1
2019.0,Ferreira do Zêzere,Município,Cursos gerais,10º ano,% dos alunos,21.4
2019.0,Ferreira do Zêzere,Município,Cursos gerais,11º ano,% dos alunos,9.5
2019.0,Ferreira do Zêzere,Município,Cursos gerais,12º ano,% dos alunos,26.9
2019.0,Ferreira do Zêzere,Município,Cursos gerais,Total,% dos alunos,20.0
2019.0,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.7
2019.0,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,6.7
2019.0,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.7
2019.0,Ferreira do Zêzere,Município,Total,10º ano,% dos alunos,21.4
2019.0,Ferreira do Zêzere,Município,Total,11º ano,% dos alunos,8.3
2019.0,Ferreira do Zêzere,Município,Total,12º ano,% dos alunos,19.5
2019.0,Ferreira do Zêzere,Município,Total,Total,% dos alunos,16.2
2019.0,Figueira da Foz,Município,Cursos gerais,10º ano,% dos alunos,8.8
2019.0,Figueira da Foz,Município,Cursos gerais,11º ano,% dos alunos,5.7
2019.0,Figueira da Foz,Município,Cursos gerais,12º ano,% dos alunos,18.5
2019.0,Figueira da Foz,Município,Cursos gerais,Total,% dos alunos,10.9
2019.0,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,5.4
2019.0,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,3.0
2019.0,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,12.1
2019.0,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.5
2019.0,Figueira da Foz,Município,Total,10º ano,% dos alunos,7.6
2019.0,Figueira da Foz,Município,Total,11º ano,% dos alunos,4.8
2019.0,Figueira da Foz,Município,Total,12º ano,% dos alunos,16.6
2019.0,Figueira da Foz,Município,Total,Total,% dos alunos,9.4
2019.0,Figueira de Castelo Rodrigo,Município,Cursos gerais,10º ano,% dos alunos,3.8
2019.0,Figueira de Castelo Rodrigo,Município,Cursos gerais,11º ano,% dos alunos,15.4
2019.0,Figueira de Castelo Rodrigo,Município,Cursos gerais,12º ano,% dos alunos,29.4
2019.0,Figueira de Castelo Rodrigo,Município,Cursos gerais,Total,% dos alunos,14.3
2019.0,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2019.0,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.3
2019.0,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.3
2019.0,Figueira de Castelo Rodrigo,Município,Total,10º ano,% dos alunos,3.8
2019.0,Figueira de Castelo Rodrigo,Município,Total,11º ano,% dos alunos,15.4
2019.0,Figueira de Castelo Rodrigo,Município,Total,12º ano,% dos alunos,21.9
2019.0,Figueira de Castelo Rodrigo,Município,Total,Total,% dos alunos,14.1
2019.0,Figueiró dos Vinhos,Município,Cursos gerais,10º ano,% dos alunos,4.3
2019.0,Figueiró dos Vinhos,Município,Cursos gerais,11º ano,% dos alunos,8.3
2019.0,Figueiró dos Vinhos,Município,Cursos gerais,12º ano,% dos alunos,24.4
2019.0,Figueiró dos Vinhos,Município,Cursos gerais,Total,% dos alunos,12.6
2019.0,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.3
2019.0,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2019.0,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,4.3
2019.0,Figueiró dos Vinhos,Município,Total,10º ano,% dos alunos,4.3
2019.0,Figueiró dos Vinhos,Município,Total,11º ano,% dos alunos,6.4
2019.0,Figueiró dos Vinhos,Município,Total,12º ano,% dos alunos,24.4
2019.0,Figueiró dos Vinhos,Município,Total,Total,% dos alunos,11.2
2019.0,Fornos de Algodres,Município,Cursos gerais,10º ano,% dos alunos,18.2
2019.0,Fornos de Algodres,Município,Cursos gerais,11º ano,% dos alunos,0.0
2019.0,Fornos de Algodres,Município,Cursos gerais,12º ano,% dos alunos,34.6
2019.0,Fornos de Algodres,Município,Cursos gerais,Total,% dos alunos,18.6
2019.0,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2019.0,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2019.0,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2019.0,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,0.0
2019.0,Fornos de Algodres,Município,Total,10º ano,% dos alunos,10.5
2019.0,Fornos de Algodres,Município,Total,11º ano,% dos alunos,0.0
2019.0,Fornos de Algodres,Município,Total,12º ano,% dos alunos,20.5
2019.0,Fornos de Algodres,Município,Total,Total,% dos alunos,11.1
2019.0,Freixo de Espada à Cinta,Município,Cursos gerais,10º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos gerais,11º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos gerais,12º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos gerais,Total,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Total,10º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Total,11º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Total,12º ano,% dos alunos,
2019.0,Freixo de Espada à Cinta,Município,Total,Total,% dos alunos,
2019.0,Fronteira,Município,Cursos gerais,10º ano,% dos alunos,
2019.0,Fronteira,Município,Cursos gerais,11º ano,% dos alunos,
2019.0,Fronteira,Município,Cursos gerais,12º ano,% dos alunos,
2019.0,Fronteira,Município,Cursos gerais,Total,% dos alunos,
2019.0,Fronteira,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Fronteira,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2019.0,Fronteira,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2019.0,Fronteira,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2019.0,Fronteira,Município,Total,10º ano,% dos alunos,
2019.0,Fronteira,Município,Total,11º ano,% dos alunos,
2019.0,Fronteira,Município,Total,12º ano,% dos alunos,
2019.0,Fronteira,Município,Total,Total,% dos alunos,
2019.0,Funchal,Município,Cursos gerais,10º ano,% dos alunos,13.4
2019.0,Funchal,Município,Cursos gerais,11º ano,% dos alunos,9.7
2019.0,Funchal,Município,Cursos gerais,12º ano,% dos alunos,24.6
2019.0,Funchal,Município,Cursos gerais,Total,% dos alunos,15.7
2019.0,Funchal,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,13.9
2019.0,Funchal,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.3
2019.0,Funchal,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,27.6
2019.0,Funchal,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,15.4
2019.0,Funchal,Município,Total,10º ano,% dos alunos,13.6
2019.0,Funchal,Município,Total,11º ano,% dos alunos,8.5
2019.0,Funchal,Município,Total,12º ano,% dos alunos,25.6
2019.0,Funchal,Município,Total,Total,% dos alunos,15.6
2019.0,Fundão,Município,Cursos gerais,10º ano,% dos alunos,12.9
2019.0,Fundão,Município,Cursos gerais,11º ano,% dos alunos,7.2
2019.0,Fundão,Município,Cursos gerais,12º ano,% dos alunos,17.0
2019.0,Fundão,Município,Cursos gerais,Total,% dos alunos,12.5
2019.0,Fundão,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,2.6
2019.0,Fundão,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.5
2019.0,Fundão,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,16.5
2019.0,Fundão,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,7.0
2019.0,Fundão,Município,Total,10º ano,% dos alunos,7.7
2019.0,Fundão,Município,Total,11º ano,% dos alunos,6.4
2019.0,Fundão,Município,Total,12º ano,% dos alunos,16.8
2019.0,Fundão,Município,Total,Total,% dos alunos,10.0
2019.0,Gavião,Município,Cursos gerais,10º ano,% dos alunos,
2019.0,Gavião,Município,Cursos gerais,11º ano,% dos alunos,
2019.0,Gavião,Município,Cursos gerais,12º ano,% dos alunos,
2019.0,Gavião,Município,Cursos gerais,Total,% dos alunos,
2019.0,Gavião,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Gavião,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2019.0,Gavião,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2019.0,Gavião,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2019.0,Gavião,Município,Total,10º ano,% dos alunos,
2019.0,Gavião,Município,Total,11º ano,% dos alunos,
2019.0,Gavião,Município,Total,12º ano,% dos alunos,
2019.0,Gavião,Município,Total,Total,% dos alunos,
2019.0,Góis,Município,Cursos gerais,10º ano,% dos alunos,
2019.0,Góis,Município,Cursos gerais,11º ano,% dos alunos,
2019.0,Góis,Município,Cursos gerais,12º ano,% dos alunos,
2019.0,Góis,Município,Cursos gerais,Total,% dos alunos,
2019.0,Góis,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Góis,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2019.0,Góis,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2019.0,Góis,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2019.0,Góis,Município,Total,10º ano,% dos alunos,
2019.0,Góis,Município,Total,11º ano,% dos alunos,
2019.0,Góis,Município,Total,12º ano,% dos alunos,
2019.0,Góis,Município,Total,Total,% dos alunos,
2019.0,Golegã,Município,Cursos gerais,10º ano,% dos alunos,22.2
2019.0,Golegã,Município,Cursos gerais,11º ano,% dos alunos,14.8
2019.0,Golegã,Município,Cursos gerais,12º ano,% dos alunos,15.8
2019.0,Golegã,Município,Cursos gerais,Total,% dos alunos,17.2
2019.0,Golegã,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2019.0,Golegã,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2019.0,Golegã,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,11.8
2019.0,Golegã,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.9
2019.0,Golegã,Município,Total,10º ano,% dos alunos,22.2
2019.0,Golegã,Município,Total,11º ano,% dos alunos,9.1
2019.0,Golegã,Município,Total,12º ano,% dos alunos,13.9
2019.0,Golegã,Município,Total,Total,% dos alunos,13.3
2019.0,Gondomar,Município,Cursos gerais,10º ano,% dos alunos,9.8
2019.0,Gondomar,Município,Cursos gerais,11º ano,% dos alunos,7.6
2019.0,Gondomar,Município,Cursos gerais,12º ano,% dos alunos,17.6
2019.0,Gondomar,Município,Cursos gerais,Total,% dos alunos,11.7
2019.0,Gondomar,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.7
2019.0,Gondomar,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.4
2019.0,Gondomar,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,12.7
2019.0,Gondomar,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.4
2019.0,Gondomar,Município,Total,10º ano,% dos alunos,8.6
2019.0,Gondomar,Município,Total,11º ano,% dos alunos,6.4
2019.0,Gondomar,Município,Total,12º ano,% dos alunos,16.6
2019.0,Gondomar,Município,Total,Total,% dos alunos,10.5
2019.0,Gouveia,Município,Cursos gerais,10º ano,% dos alunos,1.9
2019.0,Gouveia,Município,Cursos gerais,11º ano,% dos alunos,1.9
2019.0,Gouveia,Município,Cursos gerais,12º ano,% dos alunos,13.6
2019.0,Gouveia,Município,Cursos gerais,Total,% dos alunos,6.4
2019.0,Gouveia,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,11.9
2019.0,Gouveia,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.5
2019.0,Gouveia,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,15.9
2019.0,Gouveia,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.9
2019.0,Gouveia,Município,Total,10º ano,% dos alunos,7.5
2019.0,Gouveia,Município,Total,11º ano,% dos alunos,3.7
2019.0,Gouveia,Município,Total,12º ano,% dos alunos,14.9
2019.0,Gouveia,Município,Total,Total,% dos alunos,9.4
2019.0,Grândola,Município,Cursos gerais,10º ano,% dos alunos,22.5
2019.0,Grândola,Município,Cursos gerais,11º ano,% dos alunos,16.2
2019.0,Grândola,Município,Cursos gerais,12º ano,% dos alunos,27.1
2019.0,Grândola,Município,Cursos gerais,Total,% dos alunos,22.4
2019.0,Grândola,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,16.3
2019.0,Grândola,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.5
2019.0,Grândola,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,8.9
2019.0,Grândola,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,10.8
2019.0,Grândola,Município,Total,10º ano,% dos alunos,20.7
2019.0,Grândola,Município,Total,11º ano,% dos alunos,13.0
2019.0,Grândola,Município,Total,12º ano,% dos alunos,19.9
2019.0,Grândola,Município,Total,Total,% dos alunos,18.3
2019.0,Guarda,Município,Cursos gerais,10º ano,% dos alunos,7.2
2019.0,Guarda,Município,Cursos gerais,11º ano,% dos alunos,3.8
2019.0,Guarda,Município,Cursos gerais,12º ano,% dos alunos,14.6
2019.0,Guarda,Município,Cursos gerais,Total,% dos alunos,8.8
2019.0,Guarda,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,1.1
2019.0,Guarda,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.7
2019.0,Guarda,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,4.9
2019.0,Guarda,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,2.2
2019.0,Guarda,Município,Total,10º ano,% dos alunos,5.0
2019.0,Guarda,Município,Total,11º ano,% dos alunos,2.7
2019.0,Guarda,Município,Total,12º ano,% dos alunos,11.3
2019.0,Guarda,Município,Total,Total,% dos alunos,6.5
2019.0,Guimarães,Município,Cursos gerais,10º ano,% dos alunos,5.1
2019.0,Guimarães,Município,Cursos gerais,11º ano,% dos alunos,3.0
2019.0,Guimarães,Município,Cursos gerais,12º ano,% dos alunos,22.6
2019.0,Guimarães,Município,Cursos gerais,Total,% dos alunos,10.6
2019.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.0
2019.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.5
2019.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,11.7
2019.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.6
2019.0,Guimarães,Município,Total,10º ano,% dos alunos,4.7
2019.0,Guimarães,Município,Total,11º ano,% dos alunos,3.5
2019.0,Guimarães,Município,Total,12º ano,% dos alunos,18.9
2019.0,Guimarães,Município,Total,Total,% dos alunos,9.2
2019.0,Horta,Município,Cursos gerais,10º ano,% dos alunos,27.6
2019.0,Horta,Município,Cursos gerais,11º ano,% dos alunos,18.2
2019.0,Horta,Município,Cursos gerais,12º ano,% dos alunos,30.3
2019.0,Horta,Município,Cursos gerais,Total,% dos alunos,25.1
2019.0,Horta,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2019.0,Horta,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2019.0,Horta,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,14.0
2019.0,Horta,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,4.8
2019.0,Horta,Município,Total,10º ano,% dos alunos,20.8
2019.0,Horta,Município,Total,11º ano,% dos alunos,13.7
2019.0,Horta,Município,Total,12º ano,% dos alunos,25.4
2019.0,Horta,Município,Total,Total,% dos alunos,19.7
2019.0,Idanha-a-Nova,Município,Cursos gerais,10º ano,% dos alunos,15.8
2019.0,Idanha-a-Nova,Município,Cursos gerais,11º ano,% dos alunos,14.3
2019.0,Idanha-a-Nova,Município,Cursos gerais,12º ano,% dos alunos,15.6
2019.0,Idanha-a-Nova,Município,Cursos gerais,Total,% dos alunos,15.2
2019.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,28.9
2019.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2019.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.5
